Date,Open*,High,Low,Close,Volume,Market Cap
08/18/15,257.93,257.99,211.08,211.08,42147200,3063104570
08/19/15,225.67,237.41,222.77,226.68,60869200,3290448603
08/20/15,226.9,237.37,226.9,235.35,32275000,3417123139
08/21/15,235.35,236.43,231.72,232.57,23173800,3377704243
08/22/15,232.66,234.96,222.7,230.39,23205900,3346961926
08/23/15,230.38,232.71,225.58,228.17,18406600,3315466697
08/24/15,228.11,228.14,210.44,210.49,59220700,3059460627
08/25/15,210.07,226.32,199.57,221.61,61089200,3221751642
08/26/15,222.08,231.18,220.2,225.83,31808000,3284040048
08/27/15,226.05,228.64,223.68,224.77,21905400,3269360632
08/28/15,224.7,235.22,220.93,231.4,31336600,3366649823
08/29/15,231.55,233.22,227.33,229.78,17142500,3344063019
08/30/15,229.9,232.07,226.25,228.76,19412600,3330085315
08/31/15,229.11,231.96,225.91,230.06,20710700,3349845416
09/01/15,230.26,231.22,226.86,228.12,20575200,3322548147
09/02/15,228.03,230.58,226.48,229.28,18760400,3340404203
09/03/15,229.32,229.6,226.67,227.18,17482000,3310618588
09/04/15,227.21,230.9,227.05,230.3,20962400,3356910010
09/05/15,230.2,236.14,229.44,235.02,20671400,3426594646
09/06/15,234.87,242.91,234.68,239.84,25473700,3497748612
09/07/15,239.93,242.11,238.72,239.85,21192200,3498762116
09/08/15,239.85,245.78,239.68,243.61,26879200,3554439286
09/09/15,243.41,244.42,237.82,238.17,23635700,3475960739
09/10/15,238.34,241.29,235.79,238.48,21215500,3481466104
09/11/15,238.33,241.17,238.33,240.11,19224700,3506204486
09/12/15,239.85,240.12,234.75,235.23,17962600,3435801820
09/13/15,235.24,235.93,229.33,230.51,18478800,3367774557
09/14/15,230.61,232.44,227.96,230.64,20997800,3370579521
09/15/15,230.49,259.18,229.82,230.3,19177800,3366532054
09/16/15,230.25,231.21,227.4,229.09,20144200,3349613966
09/17/15,229.08,230.29,228.93,229.81,18935400,3360247349
09/18/15,233.52,234.35,232.18,232.98,20242200,3408098085
09/19/15,232.86,233.21,231.09,231.49,12712600,3387141915
09/20/15,231.4,232.37,230.91,231.21,14444700,3383764499
09/21/15,231.22,231.22,226.52,227.09,19678800,3324121324
09/22/15,226.97,232.39,225.12,230.62,25009300,3376737583
09/23/15,230.94,231.84,229.59,230.28,17254100,3372747846
09/24/15,230.36,235.65,230.29,234.53,25097800,3435744312
09/25/15,234.36,237.43,233.68,235.14,22363600,3445723754
09/26/15,235.08,235.4,233.36,234.34,13724100,3434809258
09/27/15,234.14,234.53,232.48,232.76,14179900,3412467834
09/28/15,232.84,239.34,232.47,239.14,24713000,3506933730
09/29/15,239.02,239.8,235.93,236.69,22691300,3471967520
09/30/15,236.64,237.73,235.63,236.06,19743500,3463625759
10/01/15,236,238.45,235.62,237.55,20488800,3486370082
10/02/15,237.26,238.54,236.6,237.29,19677900,3483431578
10/03/15,237.2,239.32,236.94,238.73,16482700,3505385987
10/04/15,238.53,238.97,237.94,238.26,12999000,3499387367
10/05/15,238.15,240.38,237.04,240.38,23335900,3531508720
10/06/15,240.36,246.93,240.14,246.06,27535100,3615828118
10/07/15,246.17,246.68,242.59,242.97,22999200,3571170510
10/08/15,243.07,244.25,242.18,242.3,18515300,3562238314
10/09/15,242.5,244.23,242.12,243.93,17353100,3586932176
10/10/15,243.74,245.32,243.07,244.94,15912700,3602763687
10/11/15,244.74,247.24,244.15,247.05,16827300,3634686068
10/12/15,246.88,247.45,245.18,245.31,17388300,3609927997
10/13/15,245.2,250.24,243.76,249.51,28198500,3672589342
10/14/15,249.49,254.27,248.9,251.99,27462600,3710065546
10/15/15,252.11,255.96,252.05,254.32,25223500,3745440578
10/16/15,254.3,266.14,253.93,262.87,35901500,3872283809
10/17/15,262.75,273.58,262.37,270.64,43199600,3987684186
10/18/15,270.91,271.67,260.78,261.64,22434300,3856061829
10/19/15,261.86,264.82,260.95,263.44,25258800,3883581668
10/20/15,263.57,270.83,263.23,269.46,30889800,3973292564
10/21/15,269.31,270.77,263.84,266.27,25637300,3927192474
10/22/15,266.5,276.51,266.14,274.02,37808600,4042524308
10/23/15,273.65,278.68,273.54,276.5,29442500,4080023363
10/24/15,276.5,281.71,276.5,281.65,25942400,4157184875
10/25/15,281.45,294.06,281.45,283.68,45717100,4188180600
10/26/15,283.63,285.3,280.51,285.3,32108800,4213260473
10/27/15,285.18,296.21,285.01,293.79,46331800,4339689442
10/28/15,293.7,306.33,293.7,304.62,50808100,4500730950
10/29/15,304.32,318.17,301.82,313.86,64495900,4638392428
10/30/15,313.94,334.17,313.94,328.02,78305000,4849062146
10/31/15,328.51,332.78,309.25,314.17,48598100,4645486246
11/01/15,315.01,327.47,311.88,325.43,37001100,4813287206
11/02/15,325.94,365.36,323.21,361.19,101918000,5343556482
11/03/15,361.87,417.9,357.65,403.42,206162000,5969855535
11/04/15,403.66,495.56,380.55,411.56,263900000,6092006971
11/05/15,408.08,447.56,374.58,386.35,151824992,5720251077
11/06/15,388.05,395.84,354.02,374.47,122687000,5545657295
11/07/15,374.27,390.59,372.43,386.48,56625100,5725035162
11/08/15,384.28,389.89,368.7,373.37,51817600,5532072311
11/09/15,374.32,385.28,362.89,380.26,68224400,5635560843
11/10/15,379.98,381.39,329.11,336.82,95797904,4993021697
11/11/15,339.82,340.58,301,311.08,107070000,4612831323
11/12/15,314.08,345.08,313.36,338.15,78477800,5015563456
11/13/15,338.5,340.91,326.08,336.75,52003000,4996160115
11/14/15,336.62,338.18,329.97,332.91,38612000,4940266781
11/15/15,333.05,334.66,317.49,320.17,44213100,4752464063
11/16/15,319.73,331.63,315.9,330.75,47980100,4911040461
11/17/15,330.36,338.35,329.61,335.09,51001600,4976765824
11/18/15,334.59,336.53,330.64,334.59,43783800,4970560298
11/19/15,334.68,335.33,325.27,326.15,45011100,4846272452
11/20/15,326.41,326.47,312.22,322.02,53152900,4786301542
11/21/15,322.09,328.16,319.6,326.93,28200500,4860628038
11/22/15,326.98,327.01,321.26,324.54,23439400,4826466938
11/23/15,324.35,325.12,321.29,323.05,27478900,4805632296
11/24/15,323.01,323.06,318.12,320.05,29362600,4762244474
11/25/15,320.05,329.13,316.77,328.21,41666900,4884886822
11/26/15,328.3,366.76,328.23,352.68,106105000,5250750575
11/27/15,351.86,363.59,347.87,358.04,55179100,5331719786
11/28/15,357.14,359.54,352.17,357.38,36816600,5323252537
11/29/15,357.47,371.94,355.67,371.29,40409300,5531872177
11/30/15,371.44,382.36,370.38,377.32,71701600,5623195997
12/01/15,377.41,378.93,356.56,362.49,60452200,5403653927
12/02/15,361.85,362.23,349.46,359.19,54160500,5355891235
12/03/15,359.33,370.27,357.41,361.05,50714900,5384892776
12/04/15,361.26,363.52,355.76,363.18,35784100,5418154665
12/05/15,363.72,389.79,363.23,388.95,66282200,5804247032
12/06/15,389.55,402.81,387.09,388.78,77762000,5803305524
12/07/15,389.98,399.97,385.41,395.54,63455800,5905560136
12/08/15,395.75,415.56,389.95,415.56,57801400,6206381460
12/09/15,414.44,423.12,406.29,417.56,90917200,6238015413
12/10/15,417.99,419.51,411.55,415.48,52138900,6209105142
12/11/15,415.28,451.94,415.28,451.94,110944000,6755795193
12/12/15,452.33,469.1,410.74,435,131969000,6504325267
12/13/15,431.66,441.68,426.27,433.76,55050600,6487293999
12/14/15,433.27,447.14,430.46,444.18,130496000,6645395797
12/15/15,443.88,465.32,443.88,465.32,83121104,6963784692
12/16/15,465.21,465.21,443.85,454.93,107944000,6810202753
12/17/15,454.78,457.86,448.86,456.08,47978400,6829095335
12/18/15,455.85,465.18,454.94,463.62,60220100,6943912954
12/19/15,463.55,465.58,456.77,462.32,47892700,6926346391
12/20/15,462.23,462.64,434.34,442.68,75409400,6633988873
12/21/15,442.84,444.73,427.31,438.64,77639696,6574990256
12/22/15,437.44,443.69,435.52,436.57,50840400,6545633139
12/23/15,436.72,444.53,436.62,442.4,47161400,6634776277
12/24/15,443.09,458.46,443.08,454.98,57157200,6825070740
12/25/15,454.86,458.3,452.08,455.65,39078500,6836936569
12/26/15,455.76,457.49,405.76,417.27,116166000,6262844602
12/27/15,416.51,424.01,408.88,422.82,53591200,6348296234
12/28/15,423.34,429.77,418.48,422.28,49638600,6341733237
12/29/15,422.1,432.98,420.63,432.98,51596500,6504194854
12/30/15,433.3,434.39,422.08,426.62,46889400,6410381455
12/31/15,425.88,432.92,418.73,430.57,45996600,6471217491
01/01/16,430.72,436.25,427.52,434.33,36278900,6529299589
01/02/16,434.62,436.06,431.87,433.44,30096600,6517390487
01/03/16,433.58,433.74,424.71,430.01,39633800,6467429942
01/04/16,430.06,434.52,429.08,433.09,38477500,6515713340
01/05/16,433.07,434.18,429.68,431.96,34522600,6500393256
01/06/16,431.86,431.86,426.34,429.11,34042500,6458942098
01/07/16,430.01,458.77,429.08,458.05,87562200,6896279078
01/08/16,457.54,462.93,447.94,453.23,56993000,6825700454
01/09/16,453.38,454.64,446.89,447.61,32278000,6742767343
01/10/16,448.24,448.31,440.35,447.99,35995900,6750440386
01/11/16,448.7,450.66,443.86,448.43,40450000,6758931030
01/12/16,448.18,448.18,435.69,435.69,115607000,6568800100
01/13/16,434.67,435.19,424.44,432.37,173888000,6520360056
01/14/16,432.29,433.32,427.85,430.31,43945500,6490638885
01/15/16,430.26,430.26,364.33,364.33,153351008,5496598039
01/16/16,365.07,390.56,354.91,387.54,120352000,5848063566
01/17/16,387.15,390.96,380.09,382.3,45319600,5770478451
01/18/16,381.73,388.1,376.67,387.17,54403900,5845656048
01/19/16,387.03,387.73,378.97,380.15,46819800,5740934168
01/20/16,379.74,425.27,376.6,420.23,121720000,6347836794
01/21/16,419.63,422.88,406.3,410.26,68338000,6198658815
01/22/16,409.75,410.41,375.28,382.49,91546600,5780764155
01/23/16,382.43,394.54,381.98,387.49,56247400,5858059876
01/24/16,388.1,405.48,387.51,402.97,54824800,6093787908
01/25/16,402.32,402.32,388.55,391.73,59062400,5925345408
01/26/16,392,397.77,390.58,392.15,58147000,5933372928
01/27/16,392.44,396.84,391.78,394.97,47424400,5977545745
01/28/16,395.15,395.5,379.73,380.29,59247900,5756710303
01/29/16,380.11,384.38,365.45,379.47,86125296,5745985821
01/30/16,378.86,380.92,376.49,378.26,30284400,5729296096
01/31/16,378.29,380.35,367.83,368.77,37894300,5587253351
02/01/16,369.35,378.07,367.96,373.06,51656700,5653747618
02/02/16,372.92,375.88,372.92,374.45,40378700,5676528707
02/03/16,374.65,374.95,368.05,369.95,45933400,5609971377
02/04/16,370.17,391.61,369.99,389.59,69285504,5909517630
02/05/16,388.9,391.09,385.57,386.55,43825000,5865136968
02/06/16,386.59,386.63,372.39,376.52,49249300,5714879155
02/07/16,376.51,380.87,374.9,376.62,37076300,5718023735
02/08/16,376.76,379.88,373.33,373.45,47671100,5671240831
02/09/16,373.42,377.25,372.9,376.03,55318500,5712106127
02/10/16,376.15,385.48,375.78,381.65,85130896,5799042060
02/11/16,382.11,383.13,376.4,379.65,74375600,5770550973
02/12/16,379.69,384.95,379.6,384.26,67042800,5842238586
02/13/16,384.64,391.86,384.64,391.86,61911700,5959279526
02/14/16,392.93,407.23,392.93,407.23,74469800,6194711495
02/15/16,407.57,410.38,397.75,400.18,74070496,6089064891
02/16/16,401.43,408.95,401.43,407.49,73093104,6201590434
02/17/16,407.66,421.17,406.78,416.32,83193600,6337628174
02/18/16,416.57,426,415.64,422.37,76752600,6431547586
02/19/16,422.73,423.1,417.6,420.79,55711300,6408881658
02/20/16,421.6,441.98,421.6,437.16,93992096,6659985887
02/21/16,437.77,448.05,429.08,438.8,89820704,6686294225
02/22/16,438.99,439.05,432.92,437.75,85385200,6671673493
02/23/16,438.26,439.86,417.82,420.74,85244896,6413836323
02/24/16,420.96,425.55,413.91,424.95,67743696,6479395124
02/25/16,425.04,427.72,420.42,424.54,70798000,6474784226
02/26/16,424.63,432.15,421.62,432.15,61486000,6592327507
02/27/16,432.84,434.23,428.1,432.52,41893600,6599515471
02/28/16,432.57,435.68,423.82,433.5,53033400,6615986322
02/29/16,433.44,441.51,431.69,437.7,60694700,6681444705
03/01/16,437.92,439.65,432.32,435.12,74895800,6643686404
03/02/16,435.13,435.92,423.99,423.99,74955296,6475329604
03/03/16,423.91,425.37,419.41,421.65,100484000,6441066887
03/04/16,421.84,425.18,410.94,410.94,90856096,6279024638
03/05/16,410.78,411.26,394.04,400.57,135384992,6122091567
03/06/16,400.52,411.91,395.78,407.71,91212496,6232667872
03/07/16,407.76,415.92,406.31,414.32,85762400,6335164892
03/08/16,414.46,416.24,411.09,413.97,70311696,6331422309
03/09/16,413.89,416.03,411.61,414.86,70012304,6346735710
03/10/16,414.74,417.51,413.25,417.13,81022896,6383105414
03/11/16,417.24,423.93,417.01,421.69,73969696,6454555816
03/12/16,421.61,421.8,410.09,411.62,92712896,6301963440
03/13/16,411.65,416.6,411.64,414.07,74322800,6340701565
03/14/16,414.2,416.68,414.2,416.44,95259400,6378632901
03/15/16,416.39,418.13,414.98,416.83,66781700,6386304534
03/16/16,416.89,417.69,415.91,417.01,65185800,6390672724
03/17/16,417.89,421,417.89,420.62,83528600,6447467967
03/18/16,420.55,420.55,406.14,409.55,104940000,6279128504
03/19/16,409.27,410.98,407.23,410.44,58423000,6294271612
03/20/16,410.4,414.63,410.4,413.76,45947900,6346546570
03/21/16,413.42,413.42,410.38,413.31,61655400,6341110984
03/22/16,413.13,418.38,412.53,418.09,66813300,6416025151
03/23/16,418.16,419.27,417.36,418.04,61444200,6416845742
03/24/16,418.42,418.68,415.49,416.39,68346704,6393094869
03/25/16,416.51,418.08,415.56,417.18,52560000,6406608048
03/26/16,417.36,418.99,416.26,417.95,44650400,6420042696
03/27/16,418.14,428.8,417.71,426.77,71229400,6557030843
03/28/16,426.55,426.86,423.29,424.23,68522800,6519889575
03/29/16,424.3,426.2,412.68,416.52,75411504,6402954687
03/30/16,416.83,416.83,412.5,414.82,66034100,6378356002
03/31/16,415.26,418.37,415.26,416.73,60215200,6409062819
04/01/16,416.76,418.17,415.83,417.96,51235700,6429593619
04/02/16,418.42,422.08,418.42,420.87,45681200,6475857111
04/03/16,421.17,421.58,419.7,420.9,38053700,6477828309
04/04/16,421.3,422.34,419.6,421.44,50634300,6487898586
04/05/16,421.02,424.26,420.61,424.03,60718000,6529351750
04/06/16,424.28,424.53,422.73,423.41,59091000,6521491709
04/07/16,423.62,423.66,420.52,422.74,57858600,6512693215
04/08/16,422.91,425.36,419.64,420.35,63454700,6477294354
04/09/16,420.81,420.89,416.52,419.41,49792700,6464539022
04/10/16,419.59,422.43,419.26,421.56,73478600,6499536744
04/11/16,421.87,422.74,420.53,422.48,50747500,6515321585
04/12/16,422.84,427.28,422.84,425.19,70728800,6558651418
04/13/16,425.63,426.66,422.92,423.73,69060400,6537929600
04/14/16,423.93,425.37,423.01,424.28,45281000,6548113819
04/15/16,424.43,429.93,424.43,429.71,54801500,6633436610
04/16/16,429.58,432.63,428.98,430.57,39392800,6648182380
04/17/16,430.64,431.37,426.08,427.4,52125900,6600878376
04/18/16,427.61,429.27,427.09,428.59,55670900,6620723761
04/19/16,428.7,436.02,428.1,435.51,52810500,6729223763
04/20/16,435.32,443.05,434.41,441.39,72890096,6821898724
04/21/16,441.42,450.55,440.95,449.42,68204704,6947795903
04/22/16,449.69,449.81,444.15,445.74,58804400,6892364370
04/23/16,445.86,450.28,444.33,450.28,50485400,6964275296
04/24/16,450.56,460.15,448.93,458.55,68198400,7093731211
04/25/16,459.12,466.62,453.59,461.43,87091800,7139621427
04/26/16,461.65,467.96,461.62,466.09,78971904,7213507974
04/27/16,466.26,467.08,444.13,444.69,93564896,6883732526
04/28/16,445.04,449.55,436.65,449.01,74064704,6952183242
04/29/16,449.41,455.38,446.02,455.1,49258500,7048201013
04/30/16,455.18,455.59,447.7,448.32,69322600,6944860514
05/01/16,448.48,452.48,447.93,451.88,40660100,7001712750
05/02/16,451.93,452.45,441.78,444.67,92127000,6891791430
05/03/16,444.73,451.1,442.62,450.3,59366400,6980826502
05/04/16,450.18,450.38,445.63,446.72,50407300,6927161701
05/05/16,446.71,448.51,445.88,447.98,50440800,6948331748
05/06/16,447.94,461.38,447.07,459.6,72796800,7130556704
05/07/16,459.64,460.67,457.32,458.54,38364500,7115722136
05/08/16,458.43,459.42,455.98,458.55,40315000,7117822794
05/09/16,458.21,462.48,456.53,460.48,55493100,7149827444
05/10/16,460.52,461.93,448.95,450.89,58956100,7002714977
05/11/16,450.86,454.58,450.86,452.73,50605200,7032699388
05/12/16,452.45,454.95,449.25,454.77,59849300,7065960832
05/13/16,454.85,457.05,453.45,455.67,60845000,7081726955
05/14/16,455.82,456.84,454.79,455.67,37209000,7083394303
05/15/16,455.76,458.69,455.46,457.57,28514000,7114461730
05/16/16,457.59,458.2,452.95,454.16,59171500,7063120268
05/17/16,454.01,455.07,453.61,453.78,64100300,7058821457
05/18/16,453.69,456,453.3,454.62,86850096,7073564772
05/19/16,454.52,454.63,438.71,438.71,96027400,6827425412
05/20/16,437.79,444.05,437.39,442.68,81987904,6890716750
05/21/16,442.97,443.78,441.71,443.19,42762300,6900237725
05/22/16,443.22,443.43,439.04,439.32,39657600,6842082300
05/23/16,439.35,444.35,438.82,444.15,50582500,6919346395
05/24/16,444.29,447.1,443.93,445.98,65783100,6949432035
05/25/16,446.06,450.3,446.06,449.6,65231000,7007360094
05/26/16,449.67,453.64,447.9,453.38,65203800,7067871184
05/27/16,453.52,478.15,453.52,473.46,164780992,7382558440
05/28/16,473.03,533.47,472.7,530.04,181199008,8266477338
05/29/16,527.48,553.96,512.18,526.23,148736992,8209050618
05/30/16,528.47,544.35,522.96,533.86,87958704,8330000111
05/31/16,534.19,546.62,520.66,531.39,138450000,8293035755
06/01/16,531.11,543.08,525.64,536.92,86061800,8381321200
06/02/16,536.52,540.35,533.08,537.97,60378200,8399598923
06/03/16,537.68,574.64,536.92,569.19,122020000,8889102698
06/04/16,569.71,590.13,564.24,572.73,94925296,8945981422
06/05/16,573.31,582.81,569.18,574.98,68874096,8983555643
06/06/16,574.6,586.47,574.6,585.54,72138896,9151021089
06/07/16,585.45,590.26,567.51,576.6,107770000,9013335474
06/08/16,577.17,582.84,573.13,581.65,80265800,9094354021
06/09/16,582.2,582.2,570.95,574.63,71301000,8987040811
06/10/16,575.84,579.13,573.33,577.47,66991900,9033522014
06/11/16,578.67,607.12,578.67,606.73,82357000,9493578714
06/12/16,609.68,684.84,607.04,672.78,277084992,10529624647
06/13/16,671.65,716,664.49,704.38,243295008,11026918233
06/14/16,704.5,704.5,662.8,685.56,186694000,10734585656
06/15/16,685.68,696.3,672.56,694.47,99223800,10876756116
06/16/16,696.52,773.72,696.52,766.31,271633984,12004751236
06/17/16,768.49,775.36,716.56,748.91,363320992,11734973407
06/18/16,748.76,777.99,733.93,756.23,252718000,11852610450
06/19/16,756.69,766.62,745.63,763.78,136184992,11974386667
06/20/16,763.93,764.08,732.73,737.23,174511008,11561085979
06/21/16,735.88,735.88,639.07,666.65,309944000,10456853278
06/22/16,665.91,678.67,587.48,596.12,266392992,9352374507
06/23/16,597.44,629.33,558.14,623.98,253462000,9791649877
06/24/16,625.58,681.73,625.27,665.3,224316992,10442233719
06/25/16,665.28,691.73,646.56,665.12,126656000,10442165051
06/26/16,665.93,665.98,616.93,629.37,109225000,9883123077
06/27/16,629.35,655.28,620.52,655.28,122134000,10292371661
06/28/16,658.1,659.25,637.77,647,138384992,10164806261
06/29/16,644.12,644.68,628.28,639.89,142456000,10055423427
06/30/16,640.59,675.4,636.61,673.34,138980000,10583527799
07/01/16,672.52,686.15,669.59,676.3,134431008,10632674990
07/02/16,676.73,703.7,676.4,703.7,112354000,11066171356
07/03/16,704.97,704.97,649.01,658.66,129512000,10360455388
07/04/16,658.8,683.66,650.51,683.66,92008400,10756225162
07/05/16,683.21,683.49,665.07,670.63,130476000,10553590036
07/06/16,670.42,681.9,670.42,677.33,134960992,10661460872
07/07/16,678.09,682.43,611.83,640.56,258091008,10084880016
07/08/16,640.69,666.71,636.47,666.52,141970000,10496037616
07/09/16,666.38,666.38,633.4,650.96,180536000,10252979330
07/10/16,650.6,652.29,641.26,649.36,102532000,10229001841
07/11/16,648.48,659.63,644.98,647.66,107910000,10203318330
07/12/16,648.28,675.26,646.78,664.55,138172992,10470577835
07/13/16,664.8,668.7,654.47,654.47,131449000,10312716681
07/14/16,652.92,662.9,652.92,658.08,98511400,10370714378
07/15/16,659.17,667.08,659.04,663.26,81673104,10453381650
07/16/16,663.78,666.46,659.33,660.77,50330200,10415413843
07/17/16,661.99,682.36,661.99,679.46,74407904,10711263460
07/18/16,679.81,681.55,668.63,673.11,69465000,10612299585
07/19/16,672.74,673.28,667.63,672.86,61203300,10609525767
07/20/16,672.81,672.93,663.36,665.68,94636400,10497527596
07/21/16,665.23,666.22,660.41,665.01,60491800,10487976073
07/22/16,664.92,666.58,646.72,650.62,134169000,10261989674
07/23/16,650.73,656.37,648.52,655.56,69532200,10340881944
07/24/16,655.41,663.11,652.79,661.28,118184000,10432244355
07/25/16,661.26,661.83,653.4,654.1,78176496,10319876749
07/26/16,654.23,656.22,645.88,651.78,225135008,10284392843
07/27/16,651.63,657.46,648.45,654.35,147460992,10325917979
07/28/16,654.49,657.59,654.49,655.03,86428400,10337749269
07/29/16,655.11,657.8,654.79,656.99,60703500,10369809306
07/30/16,657.01,658.22,654.21,655.05,38456100,10340045284
07/31/16,655.1,655.28,624.36,624.68,110818000,9861866433
08/01/16,624.6,626.12,605.88,606.27,121887000,9572348580
08/02/16,606.4,612.85,531.33,547.47,330932992,8644864335
08/03/16,548.66,573.36,541.55,566.35,207982000,8944279139
08/04/16,566.33,579.5,565.78,578.29,125292000,9133817995
08/05/16,578.28,578.28,569.98,575.04,66127900,9083715053
08/06/16,575.03,588.4,569.47,587.78,80797296,9286055404
08/07/16,587.77,597.51,586.82,592.69,82398400,9364710627
08/08/16,592.74,592.99,588.05,591.05,61194100,9339910963
08/09/16,591.04,591.09,584.79,587.8,92228096,9289374235
08/10/16,587.65,599.98,586.37,592.1,102905000,9358441335
08/11/16,592.12,597.54,589.12,589.12,74514400,9312340020
08/12/16,588.8,589.91,583.81,587.56,69218000,9288722581
08/13/16,587.36,589.77,584.98,585.59,43563000,9258715472
08/14/16,585.59,585.67,564.78,570.47,60851100,9020848475
08/15/16,570.49,573.58,563.24,567.24,57262300,8970719083
08/16/16,567.24,581.74,566.72,577.44,58405200,9132941526
08/17/16,577.76,580.89,571.43,573.22,54443000,9066995409
08/18/16,573.71,577.79,573.43,574.32,59896600,9085487925
08/19/16,574.34,578.24,574.18,575.63,50631600,9107313927
08/20/16,576.08,582.82,575.46,581.7,45301400,9204384754
08/21/16,581.94,584.16,580.22,581.31,38299400,9199366517
08/22/16,581.31,588.45,580.59,586.75,72844000,9286647694
08/23/16,586.77,589.47,581.63,583.41,85349200,9234845697
08/24/16,583.41,583.59,579.85,580.18,56328200,9184728961
08/25/16,580.18,580.45,575.17,577.76,136130000,9147297036
08/26/16,577.75,580.62,576.86,579.65,48856800,9178145243
08/27/16,579.45,579.84,568.63,569.95,59698300,9025464112
08/28/16,569.83,574.04,569.74,573.91,86301600,9089312935
08/29/16,574.07,576.28,573.47,574.11,110398000,9093420855
08/30/16,574.11,578.36,574.11,577.5,70342400,9148340524
08/31/16,577.59,577.86,573.64,575.47,75840896,9117106217
09/01/16,575.55,576.31,571.81,572.3,76923400,9067854884
09/02/16,572.41,575.64,570.81,575.54,79910800,9120159589
09/03/16,575.55,599.5,574.06,598.21,159014000,9480380026
09/04/16,598.59,611.84,596.85,608.63,97942896,9646846465
09/05/16,608.99,609.05,602.24,606.59,82446800,9615468145
09/06/16,606.51,610.83,605.09,610.44,78529104,9677437248
09/07/16,610.57,614.54,608.51,614.54,75032400,9743676240
09/08/16,614.64,628.77,613.84,626.32,86713000,9931412644
09/09/16,626.35,626.83,620.26,622.86,64550200,9877681032
09/10/16,622.93,625.09,622.4,623.51,45016800,9889124590
09/11/16,623.42,628.82,600.51,606.72,73610800,9624021892
09/12/16,607.01,608.46,605.41,608.24,72812304,9649385919
09/13/16,608.03,611.19,606.92,609.24,86920600,9666424848
09/14/16,608.84,611.95,608.41,610.68,47877700,9690463177
09/15/16,610.59,611.09,607.16,607.16,59464600,9635571708
