Date,Open*,High,Low,Close,Volume,Market Cap
09/27/17,3892.94,4210.05,3884.82,4200.67,1686880000,69691950752
09/28/17,4197.13,4279.31,4109.7,4174.73,1712320000,69270823146
09/29/17,4171.62,4214.63,4039.29,4163.07,1367049984,69086146650
09/30/17,4166.11,4358.43,4160.86,4338.71,1207449984,72008428789
10/01/17,4341.05,4403.74,4269.81,4403.74,1208210048,73094870674
10/02/17,4395.81,4470.23,4377.46,4409.32,1431730048,73195646776
10/03/17,4408.46,4432.47,4258.89,4317.48,1288019968,71681069637
10/04/17,4319.37,4352.31,4210.42,4229.36,1116770048,70225033578
10/05/17,4229.88,4362.64,4164.05,4328.41,1161769984,71876277937
10/06/17,4324.46,4413.27,4320.53,4370.81,1069939968,72589262957
10/07/17,4369.35,4443.88,4321.05,4426.89,906928000,73529314833
10/08/17,4429.67,4624.14,4405.64,4610.48,1313869952,76589293760
10/09/17,4614.52,4878.71,4564.25,4772.02,1968739968,79282158943
10/10/17,4776.21,4922.17,4765.1,4781.99,1597139968,79457603224
10/11/17,4789.25,4873.73,4751.63,4826.48,1222279936,80205238020
10/12/17,4829.58,5446.91,4822,5446.91,2791610112,90525666972
10/13/17,5464.16,5840.3,5436.85,5647.21,3615480064,93864253934
10/14/17,5643.53,5837.7,5591.64,5831.79,1669030016,96942498331
10/15/17,5835.96,5852.48,5478.61,5678.19,1976039936,94403031755
10/16/17,5687.57,5776.23,5544.21,5725.59,2008070016,95203392843
10/17/17,5741.58,5800.35,5472.72,5605.51,1821570048,93218297189
10/18/17,5603.82,5603.82,5151.44,5590.69,2399269888,92982539106
10/19/17,5583.74,5744.35,5531.06,5708.52,1780540032,94954808115
10/20/17,5708.11,6060.11,5627.23,6011.45,2354429952,100007083345
10/21/17,5996.79,6194.88,5965.07,6031.6,2207099904,100353682389
10/22/17,6036.66,6076.26,5792.34,6008.42,2034630016,99981911326
10/23/17,6006,6075.59,5732.47,5930.32,2401840128,98695054084
10/24/17,5935.52,5935.52,5504.18,5526.64,2735699968,91988225800
10/25/17,5524.6,5754.33,5397.88,5750.8,1966989952,95732630220
10/26/17,5747.95,5976.8,5721.22,5904.83,1905040000,98310176011
10/27/17,5899.74,5988.39,5728.82,5780.9,1710130048,96254297360
10/28/17,5787.82,5876.72,5689.19,5753.09,1403920000,95797359518
10/29/17,5754.44,6255.71,5724.58,6153.85,2859040000,102482445590
10/30/17,6114.85,6214.99,6040.85,6130.53,1772150016,102105356519
10/31/17,6132.02,6470.43,6103.33,6468.4,2311379968,107743731291
11/01/17,6440.97,6767.31,6377.88,6767.31,2870320128,112735345036
11/02/17,6777.77,7367.33,6758.72,7078.5,4653770240,117933380780
11/03/17,7087.53,7461.29,7002.94,7207.76,3369860096,120097405359
11/04/17,7164.48,7492.86,7031.28,7379.95,2483800064,122978748805
11/05/17,7404.52,7617.48,7333.19,7407.41,2380410112,123449206170
11/06/17,7403.22,7445.77,7007.31,7022.76,3111899904,117050623317
11/07/17,7023.1,7253.32,7023.1,7144.38,2326340096,119091456315
11/08/17,7141.38,7776.42,7114.02,7459.69,4602200064,124360767999
11/09/17,7446.83,7446.83,7101.52,7143.58,3226249984,119104730750
11/10/17,7173.73,7312,6436.87,6618.14,5208249856,110354089394
11/11/17,6618.61,6873.15,6204.22,6357.6,4908680192,106016076151
11/12/17,6295.45,6625.05,5519.01,5950.07,8957349888,99226193603
11/13/17,5938.25,6811.19,5844.29,6559.49,6263249920,109400650105
11/14/17,6561.48,6764.98,6461.75,6635.75,3197110016,110683148744
11/15/17,6634.76,7342.25,6634.76,7315.54,4200880128,122035826506
11/16/17,7323.24,7967.38,7176.58,7871.69,5123809792,131328418537
11/17/17,7853.57,8004.59,7561.09,7708.99,4651670016,128621507062
11/18/17,7697.21,7884.99,7463.44,7790.15,3667190016,129997247838
11/19/17,7766.03,8101.91,7694.1,8036.49,3149319936,134124196206
11/20/17,8039.07,8336.86,7949.36,8200.64,3488450048,136881802624
11/21/17,8205.74,8348.66,7762.71,8071.26,4277609984,134739693480
11/22/17,8077.95,8302.26,8075.47,8253.55,3633530112,137797862084
11/23/17,8232.38,8267.4,8038.77,8038.77,4225179904,134227860479
11/24/17,8074.02,8374.16,7940.93,8253.69,5058610176,137831976173
11/25/17,8241.71,8790.92,8191.15,8790.92,4342060032,146820557006
11/26/17,8789.04,9522.93,8775.59,9330.55,5475579904,155850742551
11/27/17,9352.72,9818.35,9352.72,9818.35,5653320192,164019464090
11/28/17,9823.43,10125.7,9736.3,10058.8,6348819968,168056012886
11/29/17,10077.4,11517.4,9601.03,9888.61,11568799744,165233728795
11/30/17,9906.79,10801,9202.05,10233.6,8310689792,171020085600
12/01/17,10198.6,11046.7,9694.65,10975.6,6783119872,183444663767
12/02/17,10978.3,11320.2,10905.1,11074.6,5138500096,185122039035
12/03/17,11082.7,11858.7,10862,11323.2,6608309760,189302389920
12/04/17,11315.4,11657.2,11081.8,11657.2,6132409856,194912755450
12/05/17,11685.7,12032,11604.6,11916.7,6895260160,199278350420
12/06/17,11923.4,14369.1,11923.4,14291.5,12656300032,239024437136
12/07/17,14266.1,17899.7,14057.3,17899.7,17950699520,299405364249
12/08/17,17802.9,18353.4,14336.9,16569.4,21135998976,277185764485
12/09/17,16523.3,16783,13674.9,15178.2,13911300096,253946084745
12/10/17,15168.4,15850.6,13226.6,15455.4,13433299968,258615393665
12/11/17,15427.4,17513.9,15404.8,16936.8,12153900032,283439888520
12/12/17,16919.8,17781.8,16571.6,17415.4,14603799552,291483935710
12/13/17,17500,17653.1,16039.7,16408.2,12976900096,274663619978
12/14/17,16384.6,17085.8,16185.9,16564,13777399808,277310347000
12/15/17,16601.3,18154.1,16601.3,17706.9,14309999616,296482120238
12/16/17,17760.3,19716.7,17515.3,19497.4,12740599808,326502485530
12/17/17,19475.8,20089,18974.1,19140.8,13314599936,320576568850
12/18/17,19106.4,19371,18355.9,19114.2,14839499776,320174318520
12/19/17,19118.3,19177.8,17275.4,17776.7,16894499840,297801055828
12/20/17,17760.3,17934.7,16077.7,16624.6,22149699584,278528964015
12/21/17,16642.4,17567.7,15342.7,15802.9,16516599808,264788651530
12/22/17,15898,15943.4,11833,13831.8,22197999616,231788283457
12/23/17,13948.7,15603.2,13828.8,14699.2,13086000128,246349213910
12/24/17,14608.2,14626,12747.7,13925.8,11572299776,233414163395
12/25/17,13995.9,14593,13448.9,14026.6,10664699904,235126843805
12/26/17,14036.6,16461.2,14028.9,16099.8,13454300160,269908107763
12/27/17,16163.5,16930.9,15114.3,15838.5,12487600128,265559172050
12/28/17,15864.1,15888.4,13937.3,14606.5,12336499712,244929825575
12/29/17,14695.8,15279,14307,14656.2,13025500160,245793634125
12/30/17,14681.9,14681.9,12350.1,12952.2,14452599808,217239803085
12/31/17,12897.7,14377.4,12755.6,14156.4,12136299520,237465823980
01/01/18,14112.2,14112.2,13154.7,13657.2,10291200000,229119155396
01/02/18,13625,15444.6,13163.6,14982.1,16846600192,251377913955
01/03/18,14978.2,15572.8,14844.5,15201,16871900160,255080562912
01/04/18,15270.7,15739.7,14522.2,15599.2,21783199744,261795321110
01/05/18,15477.2,17705.2,15202.8,17429.5,23840899072,292544135538
01/06/18,17462.1,17712.4,16764.6,17527,18314600448,294217423675
01/07/18,17527.3,17579.6,16087.7,16477.6,15866000384,276634797271
01/08/18,16476.2,16537.9,14208.2,15170.1,18413899776,254715263101
01/09/18,15123.7,15497.5,14424,14595.4,16659999744,245095808695
01/10/18,14588.5,14973.3,13691.2,14973.3,18500800512,251472635522
01/11/18,14968.2,15018.8,13105.9,13405.8,16534099968,225178724050
01/12/18,13453.9,14229.9,13158.1,13980.6,12065699840,234865160377
01/13/18,13952.4,14659.5,13952.4,14360.2,12763599872,241268592240
01/14/18,14370.8,14511.8,13268,13772,11084099584,231413491364
01/15/18,13767.3,14445.5,13641.7,13819.8,12750799872,232242775485
01/16/18,13836.1,13843.1,10194.9,11490.5,18853799936,193121120762
01/17/18,11431.1,11678,9402.29,11188.6,18830600192,188070430523
01/18/18,11198.8,12107.3,10942.5,11474.9,15020399616,192907550324
01/19/18,11429.8,11992.8,11172.1,11607.4,10740400128,195158837709
01/20/18,11656.2,13103,11656.2,12899.2,11801700352,216907619830
01/21/18,12889.2,12895.9,11288.2,11600.1,9935179776,195089460991
01/22/18,11633.1,11966.4,10240.2,10931.4,10537400320,183866421285
01/23/18,10944.5,11377.6,10129.7,10868.4,9660609536,182830257191
01/24/18,10903.4,11501.4,10639.8,11359.4,9940989952,191115225673
01/25/18,11421.7,11785.7,11057.4,11259.4,8873169920,189455303273
01/26/18,11256,11656.7,10470.3,11171.4,9746199552,187995804677
01/27/18,11174.9,11614.9,10989.2,11440.7,7583269888,192550550498
01/28/18,11475.3,12040.3,11475.3,11786.3,8350360064,198389948175
01/29/18,11755.5,11875.6,11179.2,11296.4,7107359744,190164444830
01/30/18,11306.8,11307.2,10036.2,10106.3,8637859840,170151556678
01/31/18,10108.2,10381.6,9777.42,10221.1,8041160192,172099559942
02/01/18,10237.3,10288.8,8812.28,9170.54,9959400448,154428564694
02/02/18,9142.28,9142.28,7796.49,8830.75,12726899712,148725283812
02/03/18,8852.12,9430.75,8251.63,9174.91,7263790080,154540000411
02/04/18,9175.7,9334.87,8031.22,8277.01,7073549824,139433682759
02/05/18,8270.54,8364.84,6756.68,6955.27,9285289984,117184385122
02/06/18,7051.75,7850.7,6048.26,7754,13999800320,130658094648
02/07/18,7755.49,8509.11,7236.79,7621.3,9169280000,128435001186
02/08/18,7637.86,8558.77,7637.86,8265.59,9346750464,139306699929
02/09/18,8271.84,8736.98,7884.71,8736.98,6784820224,147266052809
02/10/18,8720.08,9122.55,8295.47,8621.9,7780960256,145341842785
02/11/18,8616.13,8616.13,7931.1,8129.97,6122189824,137064586975
02/12/18,8141.43,8985.92,8141.43,8926.57,6256439808,150513128412
02/13/18,8926.72,8958.47,8455.41,8598.31,5696719872,144995984203
02/14/18,8599.92,9518.54,8599.92,9494.63,7909819904,160131558835
02/15/18,9488.32,10234.8,9395.58,10166.4,9062540288,171477807437
02/16/18,10135.7,10324.1,9824.82,10233.9,7296159744,172637061144
02/17/18,10207.5,11139.5,10149.4,11112.7,8660880384,187482083882
02/18/18,11123.4,11349.8,10326,10551.8,8744009728,178040648022
02/19/18,10552.6,11273.8,10513.2,11225.3,7652089856,189426791571
02/20/18,11231.8,11958.5,11231.8,11403.7,9926540288,192457815912
02/21/18,11372.2,11418.5,10479.1,10690.4,9405339648,180442459820
02/22/18,10660.4,11039.1,9939.09,10005,8040079872,168892273935
02/23/18,9937.07,10487.3,9734.56,10301.1,7739500032,173909350860
02/24/18,10287.7,10597.2,9546.97,9813.07,6917929984,165687799108
02/25/18,9796.42,9923.22,9407.06,9664.73,5706939904,163204062358
02/26/18,9669.43,10475,9501.73,10366.7,7287690240,175076064010
02/27/18,10393.9,10878.5,10246.1,10725.6,6966179840,181158869820
02/28/18,10687.2,11089.8,10393.1,10397.9,6936189952,175644310997
03/01/18,10385,11052.3,10352.7,10951,7317279744,185009753075
03/02/18,10977.4,11189,10850.1,11086.4,7620590080,187318996197
03/03/18,11101.9,11528.2,11002.4,11489.7,6690570240,194159120569
03/04/18,11497.4,11512.6,11136.1,11512.6,6084149760,194567395376
03/05/18,11532.4,11704.1,11443.9,11573.3,6468539904,195614809925
03/06/18,11500.1,11500.1,10694.3,10779.9,6832169984,182225316082
03/07/18,10803.9,10929.5,9692.12,9965.57,8797910016,168479670395
03/08/18,9951.44,10147.4,9335.87,9395.01,7186089984,158852238332
03/09/18,9414.69,9466.35,8513.03,9337.55,8704190464,157898203939
03/10/18,9350.59,9531.32,8828.47,8866,5386319872,149939797150
03/11/18,8852.78,9711.89,8607.12,9578.63,6296370176,162009710243
03/12/18,9602.93,9937.5,8956.43,9205.12,6457399808,155710928717
03/13/18,9173.04,9470.38,8958.19,9194.85,5991139840,155555594312
03/14/18,9214.65,9355.85,8068.59,8269.81,6438230016,139920843550
03/15/18,8290.76,8428.35,7783.05,8300.86,6834429952,140460819364
03/16/18,8322.91,8585.15,8005.31,8338.35,5289379840,141111773179
03/17/18,8321.91,8346.53,7812.82,7916.88,4426149888,133993486925
03/18/18,7890.52,8245.51,7397.99,8223.68,6639190016,139201713268
03/19/18,8344.12,8675.87,8182.4,8630.65,6729110016,146107514353
03/20/18,8619.67,9051.02,8389.89,8913.47,6361789952,150909503835
03/21/18,8937.48,9177.37,8846.33,8929.28,6043129856,151193917440
03/22/18,8939.44,9100.71,8564.9,8728.47,5530390016,147809220250
03/23/18,8736.25,8879.62,8360.62,8879.62,5954120192,150383574951
03/24/18,8901.95,8996.18,8665.7,8668.12,5664600064,146818882936
03/25/18,8612.81,8682.01,8449.1,8495.78,4569880064,143914265310
03/26/18,8498.47,8530.08,7921.43,8209.4,5921039872,139078211968
03/27/18,8200,8232.78,7797.28,7833.04,5378250240,132717053150
03/28/18,7836.83,8122.89,7809.17,7954.48,4935289856,134788265876
03/29/18,7979.07,7994.33,7081.38,7165.7,6361229824,121436043045
03/30/18,7171.45,7276.66,6683.93,6890.52,6289509888,116786562165
03/31/18,6892.48,7207.85,6863.52,6973.53,4553269760,118204645927
04/01/18,7003.06,7060.95,6526.87,6844.23,4532100096,116026809075
04/02/18,6844.86,7135.47,6816.58,7083.8,4333440000,120101932910
04/03/18,7102.26,7530.94,7072.49,7456.11,5499700224,126429245883
04/04/18,7456.41,7469.88,6803.88,6853.84,4936000000,116229557118
04/05/18,6848.65,6933.82,6644.8,6811.47,5639320064,115524404354
04/06/18,6815.96,6857.49,6575,6636.32,3766810112,112565173568
04/07/18,6630.51,7050.54,6630.51,6911.09,3976610048,117241368688
04/08/18,6919.98,7111.56,6919.98,7023.52,3652499968,119162880482
04/09/18,7044.32,7178.11,6661.99,6770.73,4894060032,114886335694
04/10/18,6795.44,6872.41,6704.15,6834.76,4272750080,115978358964
04/11/18,6843.47,6968.32,6817.59,6968.32,4641889792,118267198080
04/12/18,6955.38,7899.23,6806.51,7889.25,8906250240,133912618634
04/13/18,7901.09,8183.96,7758.93,7895.96,7764460032,134043001354
04/14/18,7874.67,8140.71,7846,7986.24,5191430144,135589384440
04/15/18,7999.33,8338.42,7999.33,8329.11,5244480000,141427138383
04/16/18,8337.57,8371.15,7925.73,8058.67,5631309824,136849408643
04/17/18,8071.66,8285.96,7881.72,7902.09,6900879872,134206623206
04/18/18,7944.43,8197.8,7886.01,8163.42,6529909760,138661092884
04/19/18,8159.27,8298.69,8138.78,8294.31,7063209984,140902801023
04/20/18,8286.88,8880.23,8244.54,8845.83,8438110208,150287113368
04/21/18,8848.79,8997.57,8652.15,8895.58,7548550144,151150137128
04/22/18,8925.06,9001.64,8779.61,8802.46,6629899776,149585589886
04/23/18,8794.39,8958.55,8788.81,8930.88,6925190144,151784994312
04/24/18,8934.34,9732.61,8927.83,9697.5,10678800384,164833256250
04/25/18,9701.03,9745.32,8799.84,8845.74,11083100160,150369282696
04/26/18,8867.32,9281.51,8727.09,9281.51,8970559488,157793327246
04/27/18,9290.63,9375.47,8987.05,8987.05,7566289920,152802874822
04/28/18,8939.27,9412.09,8931.99,9348.48,7805479936,158963068374
04/29/18,9346.41,9531.49,9193.71,9419.08,8853000192,160182287342
04/30/18,9426.11,9477.14,9166.81,9240.55,8673920000,157163847314
05/01/18,9251.47,9255.88,8891.05,9119.01,7713019904,155114132125
05/02/18,9104.6,9256.52,9015.14,9235.92,7558159872,157119854754
05/03/18,9233.97,9798.33,9188.15,9743.86,10207299584,165778380092
05/04/18,9695.5,9779.2,9585.96,9700.76,8217829888,165062796742
05/05/18,9700.28,9964.5,9695.12,9858.15,7651939840,167759953654
05/06/18,9845.31,9940.14,9465.25,9654.8,7222280192,164316605278
05/07/18,9645.67,9665.85,9231.53,9373.01,7394019840,159538115686
05/08/18,9380.87,9462.75,9127.77,9234.82,7415869952,157202142973
05/09/18,9223.73,9374.76,9031.62,9325.18,7226890240,158758858205
05/10/18,9325.96,9396.04,9040.52,9043.94,6906699776,153988453198
05/11/18,9052.96,9052.96,8394.46,8441.49,8488520192,143743802092
05/12/18,8441.44,8664.86,8223.5,8504.89,6821380096,144841040789
05/13/18,8515.49,8773.55,8395.12,8723.94,5866379776,148587777457
05/14/18,8713.1,8881.12,8367.97,8716.79,7364149760,148480275422
05/15/18,8705.19,8836.19,8456.45,8510.38,6705710080,144979744412
05/16/18,8504.41,8508.43,8175.49,8368.83,6760220160,142587497878
05/17/18,8370.05,8445.54,8054.12,8094.32,5862530048,137923772714
05/18/18,8091.83,8274.12,7974.82,8250.97,5764190208,140607667610
05/19/18,8255.73,8372.06,8183.35,8247.18,4712399872,140559162894
05/20/18,8246.99,8562.41,8205.24,8513.25,5191059968,145109512565
05/21/18,8522.33,8557.52,8365.12,8418.99,5154990080,143518943480
05/22/18,8419.87,8423.25,8004.58,8041.78,5137010176,137104106176
05/23/18,8037.08,8054.66,7507.88,7557.82,6491120128,128868479514
05/24/18,7561.12,7738.6,7331.14,7587.34,6049220096,129385391552
05/25/18,7592.3,7659.14,7392.65,7480.14,4867829760,127573690458
05/26/18,7486.48,7595.16,7349.12,7355.88,4051539968,125469061263
05/27/18,7362.08,7381.74,7270.96,7368.22,4056519936,125695017596
05/28/18,7371.31,7419.05,7100.89,7135.99,5040600064,121747389422
05/29/18,7129.46,7526.42,7090.68,7472.59,5662660096,127502651064
05/30/18,7469.73,7573.77,7313.6,7406.52,4922540032,126391893474
05/31/18,7406.15,7608.9,7361.13,7494.17,5127130112,127902999390
06/01/18,7500.7,7604.73,7407.34,7541.45,4921460224,128725854692
06/02/18,7536.72,7695.83,7497.26,7643.45,4939299840,130481526036
06/03/18,7632.09,7754.89,7613.04,7720.25,4851760128,131808021256
06/04/18,7722.53,7753.82,7474.04,7514.47,4993169920,128312205314
06/05/18,7500.9,7643.23,7397,7633.76,4961739776,130365918088
06/06/18,7625.97,7680.43,7502.01,7653.98,4692259840,130725095161
06/07/18,7650.82,7741.27,7650.82,7678.24,4485799936,131153169176
06/08/18,7685.14,7698.19,7558.4,7624.92,4227579904,130256218613
06/09/18,7632.52,7683.58,7531.98,7531.98,3845220096,128682085689
06/10/18,7499.55,7499.55,6709.07,6786.02,5804839936,115948312827
06/11/18,6799.29,6910.18,6706.63,6906.92,4745269760,118025877189
06/12/18,6905.82,6907.96,6542.08,6582.36,4654380032,112491874164
06/13/18,6596.88,6631.66,6285.63,6349.9,5052349952,108530585830
06/14/18,6342.75,6707.14,6334.46,6675.35,5138710016,114106009748
06/15/18,6674.08,6681.08,6433.87,6456.58,3955389952,110378702283
06/16/18,6455.45,6592.49,6402.29,6550.16,3194170112,111992015616
06/17/18,6545.53,6589.11,6499.27,6499.27,3104019968,111134754810
06/18/18,6510.07,6781.14,6446.68,6734.82,4039200000,115176197712
06/19/18,6742.39,6822.5,6709.92,6769.94,4057029888,115789919278
06/20/18,6770.76,6821.56,6611.88,6776.55,3888640000,115916357344
06/21/18,6780.09,6810.94,6715.17,6729.74,3529129984,115129700024
06/22/18,6737.88,6747.08,6006.6,6083.69,5079810048,104088814967
06/23/18,6090.1,6224.82,6071.81,6162.48,3431360000,105449276520
06/24/18,6164.28,6223.78,5826.41,6173.23,4566909952,105646571668
06/25/18,6171.97,6327.37,6119.68,6249.18,5500810240,106958465208
06/26/18,6253.55,6290.16,6093.67,6093.67,3279759872,104307939200
06/27/18,6084.4,6180,6052.85,6157.13,3296219904,105403600614
06/28/18,6153.16,6170.41,5873.05,5903.44,3467800064,101072353482
06/29/18,5898.13,6261.66,5835.75,6218.3,3966230016,106474707240
06/30/18,6214.22,6465.51,6214.22,6404,4543860224,109665618200
07/01/18,6411.68,6432.85,6289.29,6385.82,4788259840,109366024632
07/02/18,6380.38,6683.86,6305.7,6614.18,4396930048,113288832522
07/03/18,6596.66,6671.37,6447.75,6529.59,4672309760,111849428104
07/04/18,6550.87,6771.92,6450.46,6597.55,4176689920,113024522547
07/05/18,6599.71,6749.54,6546.65,6639.14,4999240192,113748385620
07/06/18,6638.69,6700.94,6533.55,6673.5,4313959936,114350502582
07/07/18,6668.71,6863.99,6579.24,6856.93,3961080064,117506606000
07/08/18,6857.8,6885.91,6747.98,6773.88,3386210048,116097021279
07/09/18,6775.08,6838.68,6724.34,6741.75,3718129920,115557889495
07/10/18,6739.21,6767.74,6320.72,6329.95,4052430080,108511009626
07/11/18,6330.77,6444.96,6330.47,6394.71,3644859904,109631867446
07/12/18,6396.78,6397.1,6136.42,6228.81,3770170112,106798864820
07/13/18,6235.03,6310.55,6192.24,6238.05,3805400064,106968440793
07/14/18,6247.5,6298.19,6212.22,6276.12,2923670016,107631453835
07/15/18,6272.7,6403.46,6256.51,6359.64,3285459968,109074579938
07/16/18,6357.01,6741.75,6357.01,6741.75,4725799936,115638203962
07/17/18,6739.65,7387.24,6684.17,7321.04,5961950208,125588963706
07/18/18,7315.32,7534.99,7280.47,7370.78,6103410176,126458165406
07/19/18,7378.2,7494.46,7295.46,7466.86,5111629824,128122730711
07/20/18,7467.4,7594.67,7323.26,7354.13,4936869888,126202570251
07/21/18,7352.72,7437.64,7262.41,7419.29,3726609920,127333468174
07/22/18,7417.8,7537.95,7383.82,7418.49,3695460096,127336615249
07/23/18,7414.71,7771.5,7409.1,7711.11,5132480000,132375368459
07/24/18,7716.51,8424.27,7705.5,8424.27,7277689856,144634918474
07/25/18,8379.66,8416.87,8086.36,8181.39,5845400064,140482950401
07/26/18,8176.85,8290.33,7878.71,7951.58,4899089920,136553079708
07/27/18,7950.4,8262.66,7839.76,8165.01,5195879936,140235573607
07/28/18,8169.06,8222.85,8110.77,8192.15,3988750080,140716560550
07/29/18,8205.82,8272.26,8141.18,8218.46,4107190016,141185844808
07/30/18,8221.58,8235.5,7917.5,8180.48,5551400000,140547190784
07/31/18,8181.2,8181.53,7696.93,7780.44,5287530000,133688476220
08/01/18,7769.04,7769.04,7504.95,7624.91,4797620000,131030166771
08/02/18,7634.19,7712.77,7523.44,7567.15,4214110000,130052066760
08/03/18,7562.14,7562.14,7328.65,7434.39,4627150000,127785826655
08/04/18,7438.67,7497.49,6984.07,7032.85,4268390000,120899698889
08/05/18,7031.08,7102.77,6940.7,7068.48,3679110000,121526079384
08/06/18,7062.94,7166.55,6890.54,6951.8,3925900000,119531508535
08/07/18,6958.32,7146.56,6748.24,6753.12,4682800000,116128339800
08/08/18,6746.85,6746.85,6226.22,6305.8,5064430000,108448409560
08/09/18,6305.56,6625.73,6249.07,6568.23,4267040000,112973963230
08/10/18,6571.42,6591.26,6124.52,6184.71,4528680000,106390927598
08/11/18,6185.79,6455.74,6109.03,6295.73,4047850000,108314257212
08/12/18,6283.65,6409.85,6237.5,6322.69,5665250000,108790259014
08/13/18,6341.36,6537.05,6225.72,6297.57,4083980000,108369686635
08/14/18,6287.66,6287.94,5971.05,6199.71,5301700000,106696389129
08/15/18,6221.42,6588.49,6221.42,6308.52,4895450000,108581773101
08/16/18,6294.23,6473.5,6276.41,6334.73,4328420000,109045250379
08/17/18,6340.91,6582.5,6324.97,6580.63,4992990000,113290724406
08/18/18,6583.43,6617.35,6353.73,6423.76,3984520000,110603014928
08/19/18,6422.57,6537.98,6361.55,6506.07,3311170000,112031838393
08/20/18,6500.51,6536.92,6297.93,6308.53,3665100000,108642191682
08/21/18,6301.07,6500.87,6298.24,6488.76,3377180000,111758100192
08/22/18,6486.25,6816.79,6310.11,6376.71,4668110000,109840902181
08/23/18,6371.34,6546.54,6371.34,6534.88,3426180000,112577436411
08/24/18,6551.52,6719.96,6498.64,6719.96,4097820000,115778358839
08/25/18,6719.95,6789.63,6700.96,6763.19,3312600000,116534497933
08/26/18,6754.64,6774.75,6620.75,6707.26,3295500000,115585205491
08/27/18,6710.8,6884.64,6689.71,6884.64,4019000000,118657885712
08/28/18,6891.08,7109.56,6882.34,7096.28,4659940000,122319195736
08/29/18,7091.71,7113.3,6970.82,7047.16,4145880000,121484666374
08/30/18,7043.76,7072.69,6834.69,6978.23,4463250000,120309828156
08/31/18,6973.97,7057.17,6920.16,7037.58,4495650000,121346613238
09/01/18,7044.81,7242.29,7038.05,7193.25,4116050000,124044625438
09/02/18,7189.58,7306.31,7132.16,7272.72,4329540000,125427780027
09/03/18,7279.03,7317.94,7208.15,7260.06,4087760000,125222785390
09/04/18,7263,7388.26,7255.44,7361.66,4273640000,126986882925
09/05/18,7361.46,7388.43,6792.83,6792.83,5800460000,117185657641
09/06/18,6755.14,6755.14,6404.72,6529.17,5523470000,112649565532
09/07/18,6528.92,6555.29,6396.87,6467.07,4264680000,111590424587
09/08/18,6460.17,6534.25,6197.52,6225.98,3835060000,107442122871
09/09/18,6223.38,6446.26,6201.22,6300.86,3671890000,108747090915
09/10/18,6301.57,6374.98,6292.76,6329.7,3714100000,109255603474
09/11/18,6331.88,6398.92,6260.21,6321.2,3849910000,109119948884
09/12/18,6317.01,6363.87,6265.09,6351.8,4064230000,109661521297
09/13/18,6354.24,6535.41,6354.24,6517.31,4210910000,112530970182
09/14/18,6515.41,6596.1,6456.17,6512.71,4076220000,112462453186
09/15/18,6509.4,6561.72,6493.55,6543.2,3216300000,113000324618
09/16/18,6536.68,6544.33,6460.1,6517.18,3273730000,112562367224
09/17/18,6514.06,6540.21,6257.52,6281.2,3910780000,108497127334
09/18/18,6280.91,6384.18,6265.71,6371.3,4180090000,110064685348
09/19/18,6371.85,6448.46,6208.34,6398.54,4431340000,110547735544
09/20/18,6398.85,6529.26,6395.95,6519.67,4348110000,112653130183
09/21/18,6513.87,6794.33,6496.36,6734.95,6531940000,116385068032
09/22/18,6735.05,6814.56,6616.8,6721.98,4509660000,116173876360
09/23/18,6715.32,6766.15,6679.42,6710.63,4197500000,115990387532
09/24/18,6704.77,6713.56,6580.9,6595.41,4177310000,114011060309
09/25/18,6603.64,6603.64,6381.86,6446.47,4726180000,111450035114
09/26/18,6452.79,6585.91,6397.89,6495,4437300000,112300336125
09/27/18,6495.29,6712.1,6464.95,6676.75,4606810000,115454861756
09/28/18,6678.75,6785.03,6598.32,6644.13,5014430000,114903584220
09/29/18,6643.1,6643.1,6511.65,6601.96,4363690000,114186839964
09/30/18,6604.71,6643.78,6566.54,6625.56,4002280000,114608519470
10/01/18,6619.85,6653.3,6549.08,6589.62,4000970000,113999846113
10/02/18,6593.24,6611.84,6537.9,6556.1,3979260000,113431019760
10/03/18,6553.86,6571.46,6454.03,6502.59,3887310000,112516993837
10/04/18,6497.91,6603.31,6497.91,6576.69,3838410000,113811343543
10/05/18,6574.15,6623.62,6557.41,6622.48,3671500000,114614764674
10/06/18,6622.45,6628.54,6577.8,6588.31,3259740000,114033598927
10/07/18,6590.68,6641.49,6557.04,6602.95,3306630000,114298880311
10/08/18,6600.19,6675.06,6576.04,6652.23,3979460000,115162906843
10/09/18,6653.08,6661.41,6606.94,6642.64,3580810000,115007759484
10/10/18,6640.29,6640.29,6538.96,6585.53,3787650000,114030835912
10/11/18,6586.74,6586.74,6243.74,6256.24,5181640000,108341572839
10/12/18,6239.25,6328.5,6236.47,6274.58,3783500000,108669526315
10/13/18,6278.08,6308.51,6259.81,6285.99,3064030000,108878136724
10/14/18,6288.49,6363.21,6280.15,6290.93,3085320000,108972590373
10/15/18,6292.64,6965.06,6258.68,6596.54,7370770000,114280022340
10/16/18,6601.41,6673.59,6571.37,6596.11,4074800000,114283707152
10/17/18,6590.52,6601.21,6517.45,6544.43,4088420000,113399343801
10/18/18,6542.33,6567.54,6450.04,6476.71,3924080000,112237252159
10/19/18,6478.07,6493.68,6445.31,6465.41,3578870000,112052990522
10/20/18,6460.92,6497.72,6449,6489.19,3379130000,112476559221
10/21/18,6490.09,6556.38,6476,6482.35,3253610000,112369106369
